Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,Age upon Outcome,binary_outcome,DateTime_Intake_month,DateTime_Intake_year,DateTime_Outcome_month,DateTime_Outcome_year,Date of Birth_month,Date of Birth_year,Day_in_shelter,Reproduction_ability,health_Situation
A700042,Austin,Stray,Normal,Dog,Neutered Male,547.0,Pit Bull Mix,Mix color,Neutered Male,548.0,Alive,4,2015,4,2015,10,2013,1.0,No,Healthy
A736947,Austin,Stray,Normal,Dog,Intact Male,1096.0,Other,Mix color,Intact Male,1097.0,Alive,10,2016,10,2016,10,2013,1.0,Yes,Healthy
A767072,Austin,Stray,Normal,Cat,Spayed Female,1826.0,Domestic Shorthair Mix,Torbie,Spayed Female,1831.0,Alive,2,2018,2,2018,2,2013,5.0,No,Healthy
A794036,Austin,Stray,Normal,Cat,Intact Male,30.0,Domestic Medium Hair Mix,Mix color,Intact Male,32.0,Alive,5,2019,5,2019,4,2019,2.0,Yes,Healthy
A713220,Pflugerville,Stray,Normal,Dog,Neutered Male,3286.0,Other,Mix color,Neutered Male,3287.0,Alive,10,2015,10,2015,10,2006,1.0,No,Healthy
A686803,Austin,Owner Surrender,Normal,Dog,Intact Male,114.0,Other,Mix color,Neutered Male,115.0,Alive,8,2014,8,2014,5,2014,1.0,No,Healthy
A722727,Austin,Stray,Normal,Cat,Intact Male,7.0,Domestic Shorthair Mix,Mix color,Intact Male,7.0,Alive,3,2016,3,2016,3,2016,0.0,Yes,Healthy
A758048,Austin,Stray,Normal,Cat,Intact Female,22.0,Domestic Shorthair Mix,Mix color,Intact Female,72.0,Alive,9,2017,10,2017,8,2017,50.0,Yes,Healthy
A778777,Austin,Stray,Normal,Cat,Intact Female,365.0,Domestic Shorthair Mix,Mix color,Intact Female,369.0,Alive,8,2018,8,2018,8,2017,4.0,Yes,Healthy
A706115,Austin,Stray,Normal,Dog,Spayed Female,2921.0,Other,Mix color,Spayed Female,2932.0,Alive,6,2015,7,2015,6,2007,11.0,No,Healthy
A764196,Austin,Stray,Normal,Dog,Intact Male,731.0,Other,Mix color,Neutered Male,768.0,Alive,12,2017,1,2018,12,2015,37.0,No,Healthy
A679228,Manor,Stray,Normal,Dog,Intact Female,1096.0,Other,Red,Spayed Female,1103.0,Alive,5,2014,5,2014,5,2011,7.0,No,Healthy
A686999,Austin,Stray,Normal,Dog,Intact Male,304.0,Other,Mix color,Neutered Male,310.0,Alive,8,2014,9,2014,10,2013,6.0,No,Healthy
A726552,Austin,Owner Surrender,Normal,Dog,Spayed Female,927.0,Pit Bull Mix,Tan,Spayed Female,935.0,Alive,12,2017,11,2017,5,2015,8.0,No,Healthy
A759847,Austin,Stray,Normal,Cat,Unknown,731.0,Domestic Shorthair Mix,Tabby,Unknown,736.0,Alive,10,2017,10,2017,10,2015,5.0,Unknown,Healthy
A794567,Austin,Stray,Nursing,Cat,Intact Female,30.0,Domestic Shorthair,Black,Intact Female,34.0,Alive,5,2019,5,2019,4,2019,4.0,Yes,Healthy
A727825,Valle,Owner Surrender,Normal,Dog,Intact Female,76.0,Other,Mix color,Spayed Female,77.0,Alive,5,2016,5,2016,3,2016,1.0,No,Healthy
A709240,Austin,Stray,Normal,Cat,Intact Male,76.0,Other,Point,Neutered Male,82.0,Alive,8,2015,8,2015,5,2015,6.0,No,Healthy
A688100,Valle,Stray,Normal,Cat,Unknown,15.0,Domestic Shorthair Mix,Tabby,Unknown,15.0,Alive,9,2014,9,2014,8,2014,0.0,Unknown,Healthy
A778323,Austin,Stray,Normal,Dog,Intact Female,122.0,Other,Brindle,Spayed Female,127.0,Alive,8,2018,8,2018,4,2018,5.0,No,Healthy
A722236,Austin,Stray,Normal,Dog,Spayed Female,1827.0,Labrador Retriever Mix,Mix color,Spayed Female,1827.0,Alive,3,2016,3,2016,3,2011,0.0,No,Healthy
A635138,Austin,Public Assist,Normal,Dog,Neutered Male,1545.0,Pit Bull Mix,Mix color,Neutered Male,1554.0,Alive,11,2015,11,2015,8,2011,9.0,No,Healthy
A757568,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,732.0,Labrador Retriever Mix,Mix color,Intact Female,742.0,Alive,9,2017,9,2017,9,2015,10.0,Yes,Healthy
A688465,Travis,Stray,Normal,Dog,Intact Male,549.0,German Shepherd Mix,Mix color,Neutered Male,596.0,Alive,9,2014,11,2014,3,2013,47.0,No,Healthy
A784997,Austin,Stray,Normal,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Black,Spayed Female,734.0,Alive,11,2018,11,2018,11,2016,4.0,No,Healthy
A780245,Austin,Stray,Normal,Dog,Intact Male,364.0,Labrador Retriever Mix,Mix color,Neutered Male,372.0,Alive,9,2018,9,2018,9,2017,8.0,No,Healthy
A784763,Austin,Stray,Normal,Dog,Spayed Female,76.0,Other,Mix color,Spayed Female,173.0,Alive,11,2018,2,2019,9,2018,97.0,No,Healthy
A793264,Austin,Stray,Nursing,Cat,Unknown,1.0,Domestic Shorthair Mix,Mix color,Unknown,2.0,Alive,4,2019,4,2019,4,2019,1.0,Unknown,Healthy
A708892,Valle,Stray,Normal,Cat,Intact Male,122.0,Other,Mix color,Intact Male,123.0,Alive,8,2015,8,2015,4,2015,1.0,Yes,Healthy
A739386,Austin,Stray,Normal,Cat,Intact Female,366.0,Other,Mix color,Spayed Female,367.0,Alive,12,2016,12,2016,12,2015,1.0,No,Healthy
A712775,Austin,Stray,Normal,Cat,Intact Male,19.0,Domestic Shorthair Mix,Mix color,Intact Male,19.0,Alive,9,2015,9,2015,9,2015,0.0,Yes,Healthy
A734332,Austin,Stray,Normal,Cat,Intact Female,31.0,Domestic Shorthair Mix,Tortie,Spayed Female,90.0,Alive,9,2016,11,2016,8,2016,59.0,No,Healthy
A734675,Austin,Stray,Normal,Dog,Intact Male,184.0,German Shepherd Mix,Brown,Neutered Male,194.0,Alive,9,2016,9,2016,3,2016,10.0,No,Healthy
A795051,Austin,Owner Surrender,Normal,Dog,Spayed Female,151.0,Other,Mix color,Spayed Female,158.0,Alive,5,2019,5,2019,12,2018,7.0,No,Healthy
A707572,Travis,Stray,Normal,Dog,Intact Male,365.0,Other,Tricolor,Intact Male,369.0,Alive,7,2015,7,2015,7,2014,4.0,Yes,Healthy
A782034,Manor,Stray,Normal,Cat,Intact Female,9.0,Domestic Shorthair Mix,Tabby,Spayed Female,69.0,Alive,10,2018,12,2018,9,2018,60.0,No,Healthy
A795843,Travis,Stray,Normal,Dog,Spayed Female,730.0,Other,Mix color,Spayed Female,733.0,Alive,5,2019,5,2019,5,2017,3.0,No,Healthy
A808306,Austin,Public Assist,Normal,Dog,Neutered Male,1461.0,Other,Black,Neutered Male,1465.0,Alive,11,2019,11,2019,11,2015,4.0,No,Healthy
A732151,Austin,Stray,Normal,Cat,Unknown,8.0,Domestic Medium Hair Mix,Blue,Unknown,8.0,Alive,8,2016,8,2016,7,2016,0.0,Unknown,Healthy
A701755,Austin,Owner Surrender,Normal,Dog,Neutered Male,70.0,Other,Tricolor,Neutered Male,81.0,Alive,5,2015,5,2015,3,2015,11.0,No,Healthy
A754384,Austin,Wildlife,Normal,Other,Unknown,731.0,Bat Mix,Brown,Unknown,732.0,Death,7,2017,7,2017,7,2015,1.0,Unknown,Healthy
A729983,Austin,Stray,Normal,Cat,Intact Female,548.0,Domestic Shorthair Mix,Blue,Spayed Female,556.0,Alive,6,2016,7,2016,12,2014,8.0,No,Healthy
A671138,Austin,Owner Surrender,Normal,Cat,Intact Male,1096.0,Other,Mix color,Intact Male,1110.0,Alive,1,2014,2,2014,1,2011,14.0,Yes,Healthy
A701163,Austin,Stray,Normal,Cat,Intact Male,31.0,Siamese Mix,Point,Intact Male,31.0,Alive,4,2015,4,2015,3,2015,0.0,Yes,Healthy
A687511,Bastrop,Owner Surrender,Normal,Cat,Intact Male,62.0,Domestic Medium Hair Mix,Tabby,Neutered Male,64.0,Alive,9,2014,9,2014,7,2014,2.0,No,Healthy
A761176,Austin,Stray,Normal,Cat,Intact Female,37.0,Domestic Shorthair Mix,Torbie,Intact Female,52.0,Alive,10,2017,11,2017,9,2017,15.0,Yes,Healthy
A757562,Outside Jurisdiction,Public Assist,Normal,Dog,Spayed Female,245.0,Other,Mix color,Spayed Female,263.0,Alive,9,2017,9,2017,1,2017,18.0,No,Healthy
A699615,Austin,Wildlife,Normal,Other,Unknown,1095.0,Bat Mix,Brown,Unknown,1096.0,Death,3,2015,3,2015,3,2012,1.0,Unknown,Healthy
A593937,Austin,Stray,Normal,Dog,Spayed Female,1859.0,Other,White,Spayed Female,1859.0,Alive,9,2015,9,2015,8,2010,0.0,No,Healthy
A782227,Austin,Stray,Normal,Cat,Intact Female,178.0,Domestic Shorthair Mix,Tabby,Spayed Female,186.0,Alive,10,2018,10,2018,4,2018,8.0,No,Healthy
A799246,Austin,Stray,Normal,Cat,Intact Male,49.0,Domestic Shorthair,Mix color,Neutered Male,106.0,Alive,7,2019,9,2019,5,2019,57.0,No,Healthy
A714562,Austin,Stray,Feral,Cat,Intact Male,137.0,Domestic Shorthair Mix,Point,Intact Male,138.0,Alive,10,2015,10,2015,6,2015,1.0,Yes,Healthy
A746484,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,731.0,Other,Red,Neutered Male,732.0,Alive,4,2017,4,2017,4,2015,1.0,No,Healthy
A710322,Austin,Owner Surrender,Normal,Cat,Spayed Female,2556.0,Domestic Shorthair Mix,Tabby,Spayed Female,2605.0,Alive,8,2015,10,2015,8,2008,49.0,No,Healthy
A790481,Austin,Stray,Sick,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Mix color,Spayed Female,747.0,Alive,3,2019,3,2019,3,2017,17.0,No,Unhealthy
A702281,Austin,Stray,Normal,Dog,Neutered Male,2564.0,Other,Tan,Neutered Male,2568.0,Alive,5,2015,5,2015,5,2008,4.0,No,Healthy
A781098,Travis,Stray,Normal,Dog,Intact Female,9.0,Other,Mix color,Intact Female,54.0,Alive,9,2018,11,2018,9,2018,45.0,Yes,Healthy
A776414,Austin,Stray,Normal,Cat,Intact Female,365.0,Domestic Shorthair Mix,Mix color,Intact Female,369.0,Alive,7,2018,7,2018,7,2017,4.0,Yes,Healthy
A801996,Manor,Public Assist,Behavior,Dog,Neutered Male,597.0,Other,Mix color,Neutered Male,643.0,Alive,10,2019,11,2019,2,2018,46.0,No,Healthy
A711732,Austin,Stray,Normal,Cat,Spayed Female,639.0,Domestic Shorthair Mix,Tabby,Spayed Female,675.0,Alive,9,2015,10,2015,12,2013,36.0,No,Healthy
A741102,Austin,Wildlife,Sick,Other,Unknown,731.0,Bat Mix,Black,Unknown,731.0,Death,12,2016,12,2016,12,2014,0.0,Unknown,Unhealthy
A718281,Austin,Stray,Normal,Dog,Intact Male,302.0,Pit Bull Mix,Mix color,Neutered Male,311.0,Alive,12,2015,1,2016,2,2015,9.0,No,Healthy
A679871,Austin,Stray,Normal,Cat,Spayed Female,1461.0,Other,Mix color,Spayed Female,1470.0,Alive,5,2014,6,2014,5,2010,9.0,No,Healthy
A611127,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3270.0,Other,White,Neutered Male,3274.0,Alive,3,2019,3,2019,4,2010,4.0,No,Healthy
A794500,Austin,Stray,Normal,Cat,Spayed Female,730.0,Other,Mix color,Spayed Female,772.0,Alive,5,2019,6,2019,5,2017,42.0,No,Healthy
A678161,Austin,Stray,Injured,Dog,Intact Female,212.0,Other,Yellow,Spayed Female,260.0,Alive,5,2014,6,2014,10,2013,48.0,No,Unhealthy
A731450,Austin,Stray,Normal,Dog,Intact Male,366.0,Other,Mix color,Neutered Male,390.0,Alive,7,2016,8,2016,7,2015,24.0,No,Healthy
A668017,Austin,Owner Surrender,Normal,Dog,Spayed Female,250.0,Chihuahua Shorthair Mix,Black,Spayed Female,253.0,Alive,4,2014,4,2014,7,2013,3.0,No,Healthy
A754762,Rock,Owner Surrender,Normal,Dog,Spayed Female,1488.0,German Shepherd Mix,Mix color,Spayed Female,1492.0,Alive,8,2017,8,2017,7,2013,4.0,No,Healthy
A788250,Austin,Stray,Normal,Dog,Intact Male,730.0,Other,White,Neutered Male,742.0,Alive,1,2019,2,2019,1,2017,12.0,No,Healthy
A785312,Austin,Public Assist,Normal,Dog,Intact Female,1096.0,Other,Tricolor,Intact Female,1097.0,Alive,12,2018,12,2018,12,2015,1.0,Yes,Healthy
A682586,Austin,Stray,Normal,Dog,Spayed Female,730.0,Other,Mix color,Spayed Female,730.0,Alive,6,2014,6,2014,6,2012,0.0,No,Healthy
A689061,Austin,Stray,Normal,Dog,Intact Male,153.0,Other,Other,Intact Male,157.0,Alive,9,2014,10,2014,4,2014,4.0,Yes,Healthy
A742096,Austin,Stray,Normal,Dog,Intact Male,366.0,Chihuahua Shorthair Mix,Brown,Neutered Male,378.0,Alive,1,2017,1,2017,1,2016,12.0,No,Healthy
A665235,Austin,Owner Surrender,Nursing,Dog,Intact Female,37.0,Other,Tricolor,Intact Female,37.0,Alive,10,2013,10,2013,9,2013,0.0,Yes,Healthy
A715512,Austin,Stray,Normal,Cat,Intact Female,365.0,Domestic Shorthair Mix,Tabby,Spayed Female,425.0,Alive,11,2015,1,2016,11,2014,60.0,No,Healthy
A706800,Austin,Stray,Normal,Cat,Intact Male,76.0,Domestic Shorthair Mix,Black,Neutered Male,92.0,Alive,7,2015,7,2015,4,2015,16.0,No,Healthy
A771295,Austin,Owner Surrender,Normal,Cat,Spayed Female,273.0,Domestic Shorthair Mix,Tortie,Spayed Female,275.0,Alive,12,2018,12,2018,3,2018,2.0,No,Healthy
A769740,Austin,Owner Surrender,Normal,Dog,Spayed Female,1643.0,Other,Mix color,Spayed Female,1660.0,Alive,4,2018,4,2018,10,2013,17.0,No,Healthy
A685554,Austin,Stray,Normal,Dog,Intact Male,304.0,German Shepherd Mix,Black,Neutered Male,308.0,Alive,8,2014,8,2014,10,2013,4.0,No,Healthy
A478957,Austin,Owner Surrender,Normal,Cat,Neutered Male,3567.0,Domestic Shorthair,Mix color,Neutered Male,3571.0,Alive,1,2017,1,2017,4,2007,4.0,No,Healthy
A699953,Austin,Stray,Normal,Dog,Neutered Male,274.0,Labrador Retriever Mix,Black,Neutered Male,274.0,Alive,7,2015,7,2015,10,2014,0.0,No,Healthy
A777051,Austin,Owner Surrender,Normal,Cat,Neutered Male,294.0,Siamese Mix,Point,Neutered Male,307.0,Alive,7,2018,8,2018,10,2017,13.0,No,Healthy
A796120,Austin,Stray,Nursing,Cat,Intact Female,22.0,Domestic Shorthair,Tortie,Intact Female,22.0,Alive,5,2019,5,2019,5,2019,0.0,Yes,Healthy
A672392,Valle,Stray,Normal,Cat,Intact Male,731.0,Domestic Shorthair Mix,Mix color,Neutered Male,738.0,Alive,2,2014,2,2014,2,2012,7.0,No,Healthy
A741294,Austin,Stray,Injured,Dog,Intact Female,366.0,Other,Brown,Intact Female,381.0,Alive,12,2016,1,2017,12,2015,15.0,Yes,Unhealthy
A749219,Austin,Stray,Normal,Dog,Intact Male,365.0,Other,Mix color,Neutered Male,369.0,Alive,5,2017,5,2017,5,2016,4.0,No,Healthy
A677659,Austin,Stray,Normal,Cat,Intact Female,29.0,Domestic Shorthair Mix,Calico,Spayed Female,122.0,Alive,4,2014,7,2014,3,2014,93.0,No,Healthy
A696654,Travis,Stray,Normal,Dog,Intact Male,123.0,Other,Tricolor,Neutered Male,128.0,Alive,2,2015,2,2015,10,2014,5.0,No,Healthy
A704755,Travis,Stray,Normal,Cat,Intact Male,38.0,Domestic Shorthair Mix,Tabby,Neutered Male,78.0,Alive,6,2015,7,2015,5,2015,40.0,No,Healthy
A749637,Travis,Owner Surrender,Normal,Dog,Neutered Male,3573.5499999999965,German Shepherd Mix,Mix color,Neutered Male,3575.6999999999966,Alive,5,2017,5,2017,5,2006,2.150000000000091,No,Healthy
A800924,Pflugerville,Owner Surrender,Normal,Dog,Neutered Male,505.0,Other,Mix color,Neutered Male,506.0,Alive,12,2019,12,2019,7,2018,1.0,No,Healthy
A767887,Austin,Public Assist,Normal,Dog,Intact Male,367.0,Other,Mix color,Neutered Male,375.0,Alive,3,2018,3,2018,3,2017,8.0,No,Healthy
A760649,Travis,Wildlife,Sick,Other,Unknown,731.0,Bat Mix,Brown,Unknown,732.0,Death,10,2017,10,2017,10,2015,1.0,Unknown,Unhealthy
A802554,Travis,Owner Surrender,Normal,Cat,Intact Female,61.0,Domestic Shorthair,Tabby,Intact Female,78.0,Alive,8,2019,9,2019,6,2019,17.0,Yes,Healthy
A753356,Austin,Stray,Injured,Cat,Unknown,91.0,Domestic Medium Hair Mix,Mix color,Unknown,91.0,Death,7,2017,7,2017,4,2017,0.0,Unknown,Unhealthy
A734657,Austin,Stray,Normal,Cat,Intact Female,62.0,Domestic Shorthair Mix,Mix color,Spayed Female,66.0,Alive,9,2016,9,2016,7,2016,4.0,No,Healthy
A782314,Austin,Stray,Normal,Cat,Intact Male,44.0,Domestic Shorthair Mix,Tabby,Neutered Male,85.0,Alive,10,2018,11,2018,8,2018,41.0,No,Healthy
A723638,Austin,Owner Surrender,Normal,Dog,Intact Female,548.0,Other,Mix color,Spayed Female,570.0,Alive,4,2016,4,2016,10,2014,22.0,No,Healthy
A803847,Austin,Stray,Normal,Cat,Unknown,15.0,Domestic Shorthair,Tortie,Unknown,15.0,Alive,9,2019,9,2019,8,2019,0.0,Unknown,Healthy
A716208,Austin,Stray,Normal,Other,Unknown,730.0,Other,Other,Unknown,736.0,Alive,11,2015,11,2015,11,2013,6.0,Unknown,Healthy
A809581,Austin,Stray,Normal,Cat,Intact Male,730.0,Domestic Shorthair,Blue,Intact Male,742.0,Alive,11,2019,12,2019,11,2017,12.0,Yes,Healthy
A801901,Austin,Owner Surrender,Normal,Other,Intact Female,1095.0,Other,Mix color,Intact Female,1098.0,Alive,8,2019,8,2019,8,2016,3.0,Yes,Healthy
A744827,Austin,Stray,Normal,Cat,Intact Male,25.0,Domestic Shorthair Mix,Mix color,Neutered Male,63.0,Alive,3,2017,4,2017,2,2017,38.0,No,Healthy
A782044,Austin,Stray,Normal,Dog,Intact Male,45.0,Other,Mix color,Neutered Male,49.0,Alive,10,2018,10,2018,8,2018,4.0,No,Healthy
A677258,Austin,Stray,Sick,Cat,Intact Female,121.0,Domestic Medium Hair Mix,Tortie,Spayed Female,126.0,Alive,4,2014,4,2014,12,2013,5.0,No,Unhealthy
A803868,Austin,Stray,Normal,Cat,Intact Female,53.0,Domestic Shorthair Mix,Black,Intact Female,65.0,Alive,9,2019,9,2019,7,2019,12.0,Yes,Healthy
A679736,Austin,Stray,Normal,Cat,Intact Female,304.0,Domestic Shorthair Mix,Tabby,Intact Female,305.0,Alive,5,2014,5,2014,7,2013,1.0,Yes,Healthy
A666840,Austin,Stray,Normal,Dog,Intact Male,61.0,Other,Black,Intact Male,62.0,Alive,11,2013,11,2013,9,2013,1.0,Yes,Healthy
A761090,Austin,Stray,Normal,Cat,Intact Female,731.0,Domestic Shorthair Mix,Mix color,Intact Female,735.0,Alive,10,2017,11,2017,10,2015,4.0,Yes,Healthy
A764734,Austin,Stray,Normal,Cat,Intact Female,365.0,Domestic Medium Hair Mix,Mix color,Intact Female,368.0,Alive,1,2018,1,2018,1,2017,3.0,Yes,Healthy
A713303,Austin,Stray,Normal,Cat,Intact Male,30.0,Domestic Shorthair Mix,Mix color,Intact Male,30.0,Alive,10,2015,10,2015,9,2015,0.0,Yes,Healthy
A718086,Austin,Stray,Normal,Cat,Intact Male,183.0,Domestic Shorthair Mix,Tabby,Neutered Male,189.0,Alive,12,2015,12,2015,6,2015,6.0,No,Healthy
A795890,Austin,Owner Surrender,Normal,Cat,Intact Male,68.0,Domestic Shorthair,Black,Neutered Male,79.0,Alive,5,2019,6,2019,3,2019,11.0,No,Healthy
A701338,Austin,Stray,Sick,Dog,Spayed Female,3573.5499999999965,Chihuahua Shorthair Mix,Mix color,Spayed Female,3575.6999999999966,Death,4,2015,4,2015,4,2002,2.150000000000091,No,Unhealthy
A683642,Austin,Owner Surrender,Nursing,Dog,Intact Female,30.0,Other,Mix color,Spayed Female,139.0,Alive,7,2014,10,2014,6,2014,109.0,No,Healthy
A772504,Valle,Stray,Normal,Cat,Intact Male,10.0,Domestic Shorthair Mix,Mix color,Intact Male,10.0,Alive,5,2018,5,2018,5,2018,0.0,Yes,Healthy
A703487,Travis,Public Assist,Normal,Dog,Neutered Male,1103.0,Labrador Retriever Mix,Black,Neutered Male,1110.0,Alive,6,2015,6,2015,5,2012,7.0,No,Healthy
A790242,Austin,Stray,Normal,Cat,Intact Male,21.0,Domestic Shorthair Mix,Tabby,Intact Male,21.0,Alive,3,2019,3,2019,2,2019,0.0,Yes,Healthy
A782684,Austin,Owner Surrender,Normal,Cat,Neutered Male,3573.5499999999965,Domestic Shorthair Mix,Tabby,Neutered Male,3575.6999999999966,Alive,10,2018,11,2018,10,2008,2.150000000000091,No,Healthy
A806768,Travis,Stray,Normal,Dog,Intact Male,183.0,Other,Mix color,Neutered Male,237.0,Alive,10,2019,12,2019,4,2019,54.0,No,Healthy
A677960,Manor,Owner Surrender,Normal,Dog,Neutered Male,1097.0,Other,Cream,Neutered Male,1111.0,Death,5,2014,5,2014,5,2011,14.0,No,Healthy
A769985,Austin,Stray,Normal,Other,Intact Female,365.0,Other,White,Intact Female,376.0,Alive,4,2018,4,2018,4,2017,11.0,Yes,Healthy
A698675,Austin,Stray,Injured,Dog,Intact Male,730.0,Pit Bull Mix,Mix color,Neutered Male,997.0,Alive,3,2015,12,2015,3,2013,267.0,No,Unhealthy
A715501,Austin,Stray,Normal,Cat,Intact Male,46.0,Domestic Shorthair Mix,Mix color,Neutered Male,72.0,Alive,11,2015,12,2015,9,2015,26.0,No,Healthy
A756714,Austin,Stray,Normal,Cat,Intact Female,121.0,Domestic Medium Hair Mix,Mix color,Spayed Female,127.0,Alive,8,2017,8,2017,4,2017,6.0,No,Healthy
A761008,Valle,Stray,Normal,Cat,Intact Female,92.0,Domestic Shorthair Mix,Black,Spayed Female,165.0,Alive,10,2017,1,2018,7,2017,73.0,No,Healthy
A711865,Austin,Stray,Normal,Dog,Intact Female,211.0,Other,Mix color,Intact Female,218.0,Alive,9,2015,9,2015,2,2015,7.0,Yes,Healthy
A780888,Austin,Stray,Normal,Cat,Intact Female,65.0,Domestic Shorthair Mix,Mix color,Spayed Female,69.0,Alive,9,2018,9,2018,7,2018,4.0,No,Healthy
A770192,Austin,Stray,Normal,Dog,Intact Male,1096.0,Pit Bull Mix,Mix color,Intact Male,1097.0,Alive,4,2018,4,2018,4,2015,1.0,Yes,Healthy
A765356,Austin,Owner Surrender,Normal,Dog,Neutered Male,2560.0,Other,Mix color,Neutered Male,2565.0,Alive,1,2018,1,2018,1,2011,5.0,No,Healthy
A789066,Austin,Stray,Normal,Dog,Intact Male,365.0,Other,Mix color,Intact Male,367.0,Alive,2,2019,2,2019,2,2018,2.0,Yes,Healthy
A562528,Austin,Public Assist,Normal,Dog,Neutered Male,3377.0,Pit Bull Mix,Mix color,Neutered Male,3388.0,Alive,7,2018,7,2018,4,2009,11.0,No,Healthy
A664685,Travis,Wildlife,Sick,Other,Unknown,183.0,Bat Mix,Other,Unknown,183.0,Death,10,2013,10,2013,4,2013,0.0,Unknown,Unhealthy
A684605,Austin,Stray,Normal,Dog,Intact Male,334.0,Pit Bull Mix,Mix color,Neutered Male,356.0,Alive,7,2014,8,2014,8,2013,22.0,No,Healthy
A666476,Austin,Public Assist,Normal,Dog,Spayed Female,549.0,Other,Cream,Spayed Female,550.0,Alive,11,2013,11,2013,5,2012,1.0,No,Healthy
A703477,Ridge,Stray,Normal,Cat,Intact Male,37.0,Domestic Shorthair Mix,Mix color,Intact Male,37.0,Death,5,2015,5,2015,4,2015,0.0,Yes,Healthy
A675487,Austin,Stray,Normal,Dog,Intact Female,730.0,Other,Mix color,Spayed Female,739.0,Alive,3,2014,4,2014,3,2012,9.0,No,Healthy
A781663,Austin,Stray,Normal,Dog,Intact Male,208.0,Other,Mix color,Neutered Male,214.0,Alive,10,2018,10,2018,3,2018,6.0,No,Healthy
A787670,Austin,Stray,Normal,Cat,Unknown,730.0,Domestic Shorthair Mix,Blue,Unknown,734.0,Alive,1,2019,1,2019,1,2017,4.0,Unknown,Healthy
A811102,Travis,Stray,Normal,Dog,Intact Male,61.0,Other,Mix color,Neutered Male,67.0,Alive,12,2019,1,2020,10,2019,6.0,No,Healthy
A749612,Austin,Stray,Normal,Dog,Intact Male,1.0,Labrador Retriever Mix,Mix color,Neutered Male,63.0,Alive,5,2017,7,2017,5,2017,62.0,No,Healthy
A800648,Austin,Stray,Normal,Dog,Intact Male,730.0,Other,Mix color,Neutered Male,750.0,Alive,7,2019,8,2019,7,2017,20.0,No,Healthy
A669584,Austin,Stray,Normal,Dog,Spayed Female,731.0,Other,Tan,Spayed Female,736.0,Alive,12,2013,12,2013,12,2011,5.0,No,Healthy
A727512,Austin,Wildlife,Normal,Other,Unknown,366.0,Bat Mix,Brown,Unknown,367.0,Death,5,2016,5,2016,5,2015,1.0,Unknown,Healthy
A752957,Austin,Stray,Normal,Cat,Neutered Male,151.0,Domestic Shorthair Mix,Blue,Neutered Male,155.0,Alive,6,2017,7,2017,1,2017,4.0,No,Healthy
A797893,Austin,Stray,Normal,Dog,Spayed Female,2556.0,Other,Mix color,Spayed Female,2560.0,Alive,6,2019,6,2019,6,2012,4.0,No,Healthy
A765112,Austin,Owner Surrender,Normal,Cat,Intact Female,122.0,Siamese Mix,Point,Intact Female,129.0,Alive,1,2018,1,2018,9,2017,7.0,Yes,Healthy
A707296,Valle,Stray,Normal,Dog,Intact Male,28.0,Other,Other,Neutered Male,62.0,Alive,7,2015,8,2015,6,2015,34.0,No,Healthy
A803326,Austin,Owner Surrender,Normal,Other,Intact Male,182.0,Other,Mix color,Intact Male,186.0,Alive,8,2019,9,2019,3,2019,4.0,Yes,Healthy
A734227,Austin,Public Assist,Normal,Dog,Neutered Male,489.0,Labrador Retriever Mix,Brown,Neutered Male,500.0,Alive,9,2016,9,2016,5,2015,11.0,No,Healthy
A685428,Austin,Wildlife,Normal,Other,Unknown,365.0,Other,Brown,Unknown,366.0,Death,8,2014,8,2014,8,2013,1.0,Unknown,Healthy
A711462,Austin,Stray,Normal,Dog,Intact Male,335.0,Other,Mix color,Neutered Male,341.0,Alive,9,2015,9,2015,10,2014,6.0,No,Healthy
A794029,Austin,Stray,Normal,Dog,Intact Female,365.0,Other,Mix color,Spayed Female,488.0,Alive,5,2019,9,2019,5,2018,123.0,No,Healthy
A805304,Austin,Stray,Normal,Cat,Intact Male,37.0,Domestic Shorthair,Mix color,Neutered Male,141.0,Alive,9,2019,1,2020,8,2019,104.0,No,Healthy
A671085,Austin,Stray,Normal,Dog,Intact Male,61.0,Other,Mix color,Neutered Male,65.0,Alive,1,2014,1,2014,11,2013,4.0,No,Healthy
A730830,Austin,Stray,Normal,Dog,Intact Male,366.0,Other,Brown,Neutered Male,371.0,Alive,7,2016,7,2016,7,2015,5.0,No,Healthy
A700817,Travis,Stray,Normal,Dog,Intact Male,730.0,Pit Bull Mix,Mix color,Neutered Male,756.0,Alive,4,2015,5,2015,4,2013,26.0,No,Healthy
A753432,Austin,Stray,Normal,Dog,Intact Male,731.0,Other,White,Neutered Male,735.0,Alive,7,2017,7,2017,7,2015,4.0,No,Healthy
A731351,Austin,Wildlife,Normal,Other,Unknown,366.0,Bat Mix,Brown,Unknown,367.0,Death,7,2016,7,2016,7,2015,1.0,Unknown,Healthy
